probe	filter_type	ar_method	period_number	period	amplitude	phase	mean	R_square	R2_adjust	coef_var	pvalue	fdr_BH
FBgn0267978	1	mle	1	25.7548387097	303.880267376	12.9960290174	2435.39777499	0.731642268707	0.672007217309	0.106887872405	0.00268666490639	0.0811910791322
FBgn0267996	0	yule-walker	1	23.3450292398	7.18991144064	10.8153031349	26.2176541166	0.571377256273	0.476127757667	0.269084917588	0.0220972614404	0.222222297855
FBgn0270926	0	mle	1	22.0552486188	364.21301578	11.7586275942	1839.65249095	0.889770853718	0.865275487877	0.159034758319	4.90155632171e-05	0.0106697969203
FBgn0270927	0	burg	1	24.7950310559	63.0911707988	19.3472549771	468.67267165	0.688541524494	0.619328529938	0.124384266259	0.00525170945084	0.109108726452
FBgn0283428	1	mle	2	21.5783783784,26.7919463087	12.4933975344,8.43208588891	16.5781602581,2.14302764165	19.4561813707	0.708939527547	0.542619257574	0.376651440352	0.0463106952692	0.319110675747
FBgn0283437	0	mle	1	20.0603015075	162.220151484	14.278451229	660.615138257	0.748693010338	0.692847012636	0.244536361883	0.00199949607309	0.0714596021941
FBgn0283510	0	mle	1	20.3673469388	185.721581712	13.7867123595	2976.3662277	0.571920525437	0.476791753311	0.0606749185551	0.0219715058042	0.221519034308
FBgn0283531	0	mle	1	26.2631578947	19.2494637801	10.5125772258	151.350112783	0.778833548999	0.729685448776	0.10906467075	0.00112521786925	0.0549864119985
FBgn0283680	1	mle	1	24.95	179.416943779	13.2003894458	1848.98520829	0.668774921406	0.595169348385	0.0864924270205	0.00692714778694	0.124015367296
FBgn0284221	0	burg	1	24.6419753086	58.5346163784	10.001628001	862.240863166	0.596484738085	0.506814679882	0.0627243389401	0.016841076337	0.192220519363
FBgn0284253	0	burg	1	22.9425287356	138.426818317	19.3892704507	987.821527216	0.622105869953	0.53812939661	0.134894711198	0.0125361926256	0.167463951141
FBgn0284256	0	mle	1	23.9041916168	186.477045283	17.6914327492	2133.36691387	0.54138829153	0.439474578537	0.0878558307832	0.029957331264	0.256478314243
FBgn0004870	0	mle	1	21.8142076503	24.2166077278	2.72021654175	273.837441509	0.52859304399	0.423835942655	0.0860355271815	0.0339064201913	0.273363377603
FBgn0035199	0	burg	1	27.7222222222	15.7195085741	26.3717521006	31.2450569219	0.683381411832	0.613021725572	0.452468947552	0.00565475555673	0.112992772694
FBgn0003295	1	burg	1	23.2093023256	20.6648666691	21.0960649015	112.219025528	0.749969286766	0.694406906047	0.152783380678	0.00195420499431	0.0703660730658
FBgn0035227	0	mle	1	24.1939393939	96.6106043413	21.8416230451	2729.80058133	0.683076750148	0.612649361292	0.0305641750811	0.00567928225368	0.112992772694
FBgn0011204	0	default	1	24	364.410350364	19.3105149252	1571.44584276	0.617508342899	0.532510196877	0.220023089858	0.0132372829003	0.172768722941
FBgn0035204	0	burg	1	26.091503268	219.53839966	1.60724952748	900.1375524	0.698730989015	0.631782319908	0.232124252839	0.00452163058524	0.100744827418
FBgn0035231	0	default	1	24	351.466744928	2.75378675438	1512.013799	0.604688949174	0.516842048991	0.229047141115	0.0153541329923	0.184381937371
FBgn0011573	0	burg	1	23.4823529412	100.472936012	8.34259382339	1011.00407506	0.616768341225	0.531605750386	0.0997933909163	0.0133529187171	0.173533589514
FBgn0024510	1	mle	1	22.3016759777	24.6933518294	8.35353304457	178.61101438	0.661201986989	0.585913539653	0.134237165845	0.00766891361438	0.131404410076
FBgn0035255	0	mle	1	26.2631578947	23.1696370667	6.06582292621	63.7292678393	0.537634451821	0.434886552226	0.358417153674	0.031076678791	0.261319593782
FBgn0035238	0	burg	1	22.9425287356	40.602061732	7.94193131603	515.055683952	0.557495586386	0.45916127225	0.0748614260862	0.0255052291937	0.240205590184
FBgn0035290	1	mle	1	25.2658227848	628.649682927	18.9489588594	3189.43132107	0.715059809328	0.651739766957	0.168413415447	0.00351877661927	0.0903561460036
FBgn0035287	0	yule-walker	1	23.3450292398	138.067745306	21.9255834754	1758.21702942	0.486927533352	0.372911429652	0.0813769575913	0.04963684766	0.329806815852
FBgn0035282	0	default	1	24	70.8974872692	15.2942727493	141.857296931	0.604894363868	0.517093111395	0.465029767958	0.0153182626575	0.184381937371
FBgn0035335	0	mle	1	21.2340425532	45.1550902731	18.7380569201	368.60550526	0.840220844016	0.804714364909	0.0936745829051	0.000260519689696	0.0280366021114
FBgn0026593	0	burg	1	22.3016759777	199.375682147	14.1816669026	1704.27248638	0.519178257695	0.412328981627	0.113678345081	0.0370619648825	0.283303670905
FBgn0035308	0	yule-walker	1	26.091503268	24.6797115515	7.8615891972	76.1590322191	0.573148767232	0.478292937728	0.292231921313	0.0216892447787	0.219867157512
FBgn0035346	0	burg	1	21.3475935829	170.203894227	4.70334664798	1339.63293406	0.726351308409	0.665540488056	0.104103069159	0.00293339259867	0.0833197481142
FBgn0016794	1	burg	1	24.490797546	85.5934990142	7.348263378	984.610650774	0.532992444733	0.429212988007	0.0870906814116	0.0325055545786	0.266785091477
FBgn0035344	1	mle	1	20.2639593909	169.469065013	13.6040391533	1409.7609986	0.529158861714	0.42452749765	0.117175430763	0.0337236679376	0.272176294455
FBgn0044452	0	burg	1	23.4823529412	528.417810166	18.0562258374	2704.80763953	0.718934036917	0.65647493401	0.164752377657	0.00330854580792	0.0885174629841
FBgn0035379	0	burg	1	23.3450292398	75.6002921244	3.69837601561	222.700701988	0.698712289083	0.631759464435	0.283125063658	0.00452289369281	0.100744827418
FBgn0047135	0	burg	1	21.2340425532	1130.48385637	13.0154012879	5466.59783615	0.634553066556	0.553342636902	0.187401608269	0.01078225128	0.157038221388
FBgn0035400	0	burg	1	25.5897435897	230.191643443	6.42246017084	3965.95008778	0.604534173971	0.516652879298	0.0761923745208	0.0153812035873	0.184381937371
FBgn0035398	0	default	1	24	24.5671292228	17.1650239154	75.6760796333	0.56140172415	0.463935440627	0.353838927906	0.0245076201524	0.236150891167
FBgn0026259	0	mle	1	26.091503268	180.74759155	9.4170413045	2396.60600969	0.65428458817	0.577458941097	0.0627143804251	0.00839913057139	0.137572041716
FBgn0004888	0	burg	1	23.0751445087	618.316588656	16.3815781155	6881.11076031	0.533867937888	0.430283035196	0.110047624014	0.0322322329247	0.265451699873
FBgn0026592	0	mle	1	24.0481927711	616.350641828	22.7964984102	3107.63131503	0.591337086289	0.500523105464	0.194308829033	0.0178296789088	0.198167242298
FBgn0004910	0	mle	1	22.1777777778	511.256735959	0.430875087109	2334.30779879	0.52204790391	0.415836327001	0.226288182006	0.0360769377948	0.281159406183
FBgn0035490	0	mle	1	24.95	49.5795730949	22.5970356465	571.709115773	0.698785478975	0.631848918747	0.0726541982656	0.00451795156523	0.100744827418
FBgn0035498	0	mle	1	26.4370860927	200.294791207	20.3034593897	2938.46377008	0.633138407714	0.551613609428	0.063526048654	0.010971351018	0.157688571071
FBgn0035523	0	mle	1	27.156462585	80.0262950171	22.5088467192	1319.46115829	0.583427892179	0.490856312663	0.0523349598506	0.0194359532159	0.207071813017
FBgn0041630	0	mle	1	25.2658227848	290.454686388	24.2421729991	1585.75027577	0.719587093827	0.657273114678	0.154580260588	0.00327409286114	0.0883359476733
FBgn0035504	0	burg	1	20.3673469388	80.0328448471	7.41624509859	651.102188544	0.670784316518	0.597625275745	0.103840183729	0.00674003766676	0.121574540061
FBgn0035499	1	burg	1	22.6818181818	1913.49591757	2.66016721678	8290.37870403	0.756070355409	0.701863767722	0.186583840937	0.00174860060194	0.0666679952095
FBgn0024179	1	mle	1	20.1616161616	181.308008353	6.30767982144	1815.67213567	0.547425541061	0.446853439074	0.0933616280915	0.0282231305051	0.251227828976
FBgn0035539	0	mle	1	22.8114285714	107.113172787	12.4434807314	650.754203446	0.757605939273	0.703740592445	0.135655297162	0.00169960846071	0.0664866483805
FBgn0000038	0	burg	1	20.2639593909	962.307989504	5.64281960059	8922.74483763	0.535688728843	0.432508446364	0.108336908659	0.0316695227196	0.263307889417
FBgn0035557	0	mle	1	24.1939393939	80.6599765518	13.0385630552	240.153333501	0.772165294726	0.721535360221	0.270347704858	0.0012861435886	0.0581069966584
FBgn0028699	1	default	1	24	244.338544356	20.8291701887	1861.72317018	0.798259809906	0.753428656552	0.104104137321	0.000743987974274	0.0442603529043
FBgn0030258	0	mle	1	24.95	535.747872214	22.6425140073	2897.51485517	0.763761885286	0.711264526461	0.149000243815	0.00151382215349	0.0627679159574
FBgn0030246	0	burg	1	20.0603015075	99.6045936387	16.0787621871	1098.62493256	0.508910407182	0.399779386556	0.0918159039634	0.0407589781929	0.299838320377
FBgn0017561	1	mle	1	24.0481927711	117.19970275	21.903386013	1189.47325052	0.558849342053	0.46081586251	0.0930991547266	0.0251559771041	0.239229882025
FBgn0030286	0	burg	1	20.1616161616	313.146514278	18.375059091	3161.34045622	0.616067508347	0.530749176868	0.103771894946	0.0134631567805	0.173684171631
FBgn0030270	1	burg	1	21.3475935829	81.4352263758	16.4484257523	276.943016349	0.644234430167	0.565175414648	0.251849149803	0.00955515246004	0.148089401719
FBgn0030266	1	mle	1	26.091503268	273.009545133	7.35037940941	2070.60272457	0.49638833081	0.384474626545	0.128147244914	0.0456489750335	0.316898122072
FBgn0027359	1	mle	1	22.1777777778	90.810619647	16.249996524	703.771029484	0.681621197235	0.610870352176	0.107892046812	0.00579760541267	0.114730298848
FBgn0030304	0	burg	1	22.4269662921	236.905094664	5.94903304411	2789.23458439	0.494478018165	0.382139799979	0.0955953974817	0.046433369749	0.319496275471
FBgn0030305	1	yule-walker	1	21.9340659341	64.2433876851	12.3314249934	599.330611444	0.576759874118	0.482706512811	0.107982921026	0.0208756860555	0.21610854598
FBgn0030316	0	mle	1	20.3673469388	65.1544722916	15.4746360113	405.276527115	0.602845957844	0.514589504032	0.149832551766	0.0156788946436	0.186318179772
FBgn0030321	0	burg	1	22.4269662921	108.886597349	13.2223598825	1313.78182227	0.703278211144	0.637340035843	0.0803653869611	0.00422252737266	0.0974759747088
FBgn0030317	1	mle	1	23.0751445087	4083.70970745	14.335155761	9643.00389307	0.80999122453	0.767767052203	0.352956767324	0.000568174143587	0.0398540909142
FBgn0030331	0	mle	1	21.6956521739	13.3945429327	2.44883871392	36.675460341	0.658074793203	0.582091413915	0.335933089364	0.00799263595094	0.13369070414
FBgn0001083	1	mle	2	26.091503268,20.2639593909	23.1811967938,34.5814729886	21.4896145674,19.8460534667	194.493176077	0.846237370135	0.758373010213	0.201402790294	0.0056477272849	0.112992772694
FBgn0030407	0	default	1	24	35.6284590373	14.4156969811	271.538249202	0.49746474787	0.385790247397	0.132115543801	0.0452115498975	0.316021520137
FBgn0030425	0	burg	1	24.1939393939	830.171441053	14.4085562624	3474.76358361	0.552529337755	0.453091412811	0.236246772657	0.0268188746357	0.246045192778
FBgn0030432	0	burg	1	21.4623655914	312.27271102	3.92897884674	1905.86051669	0.794321207255	0.748614808868	0.141706839366	0.000811620139871	0.0465490880221
FBgn0052647	0	burg	1	26.7919463087	2438.68743811	17.9316722325	7562.2812837	0.573132842945	0.47827347471	0.317588952224	0.0216928861818	0.219867157512
FBgn0030452	0	burg	1	21.3475935829	15.8870942318	12.0794434838	79.9020961491	0.543472839283	0.442022359123	0.213470366432	0.0293494382259	0.25390419836
FBgn0030456	0	mle	1	20.3673469388	54.2555458727	13.932342019	395.943678903	0.772184432357	0.721558750659	0.113677583716	0.00128565751009	0.0581069966584
FBgn0030484	0	default	1	24	277.785939398	7.31082284834	1870.20683825	0.605511914505	0.517847895506	0.160482847282	0.0152108158806	0.184381937371
FBgn0030511	0	default	1	24	53.7500043252	17.5861267581	428.200448376	0.512227172486	0.403833210816	0.139574907246	0.0395347698431	0.294915340195
FBgn0052626	0	burg	1	23.7619047619	986.518610224	20.8756988084	7365.15506286	0.541881113946	0.440076917045	0.129999014895	0.0298127392841	0.255896679167
FBgn0052594	1	burg	1	21.4623655914	62.3978369215	11.1774174677	929.341688471	0.897382421997	0.874578515774	0.0530851756716	3.55220417751e-05	0.00829829551518
FBgn0027601	0	burg	2	21.4623655914,26.972972973	635.091552719,624.88703734	19.432303113,22.8272962508	5485.78341583	0.975367695263	0.961292092556	0.135892291179	1.03533056489e-05	0.0052191558687
FBgn0030593	0	burg	1	21.5783783784	1344.70934111	6.06791453311	9409.31962994	0.546448005592	0.445658673501	0.133322425779	0.0284984909933	0.252009517183
FBgn0030588	1	burg	1	22.5536723164	130.123706858	6.95560715138	425.265847752	0.790559247498	0.744016858053	0.244727302863	0.00088059325206	0.0473148700431
FBgn0030634	0	mle	1	20.3673469388	60.6435022618	4.59596434423	717.862430871	0.816742591595	0.776018723061	0.0657901986125	0.000482810751325	0.0375964339528
FBgn0030629	0	mle	1	20.2639593909	42.4855615343	3.69673107232	359.712194935	0.611864515835	0.525612186021	0.110799495023	0.0141392075329	0.179134034061
FBgn0030668	0	burg	1	26.2631578947	125.267368662	19.9444568348	1235.09032441	0.565564560592	0.469023351834	0.105831269311	0.0234781356061	0.229462839628
FBgn0030670	0	mle	1	20.1616161616	379.711094718	6.20126032163	6934.06975968	0.554786742083	0.455850462546	0.0525615805178	0.0262153945765	0.243777717722
FBgn0030674	0	burg	1	20.5773195876	272.367117184	17.995047917	3929.64962031	0.486904270428	0.37288299719	0.103313121459	0.0496469759647	0.329806815852
FBgn0030679	0	mle	1	20.4717948718	198.421807009	11.1894172996	2078.85701554	0.871334448851	0.842742104151	0.0757023804201	9.83060578842e-05	0.0152653669047
FBgn0030707	0	burg	1	20.7916666667	30.4092808092	2.44844859993	284.302822601	0.606572324135	0.519143951721	0.10607332331	0.0150276849941	0.184060315695
FBgn0030731	0	mle	1	20.3673469388	351.705684815	15.4406611429	2995.3443467	0.497115325471	0.385363175576	0.117162346995	0.045353186192	0.31615197769
FBgn0011571	1	mle	1	21.2340425532	136.368233358	2.57575346329	2191.25014846	0.492681916659	0.379944564806	0.0763317638652	0.0471803918508	0.321632592987
FBgn0004598	0	mle	1	26.091503268	387.881711384	18.8756190377	4197.39759768	0.754105213565	0.69946192769	0.0792170769206	0.00181289204524	0.0673520989585
FBgn0030745	1	mle	1	25.106918239	52.713481698	6.66673245521	788.737084839	0.61417015119	0.528430184788	0.0674637544428	0.0137651580557	0.175322717896
FBgn0030744	0	mle	1	20.0603015075	59.1522768724	5.86334739501	536.413777996	0.501278464207	0.390451456252	0.112088827808	0.0436879383298	0.310585170518
FBgn0030801	0	burg	1	20.5773195876	20.8671698693	13.7230813677	276.065620805	0.663000221187	0.588111381451	0.0658141366482	0.00748743855157	0.1296829773
FBgn0027556	1	burg	1	22.5536723164	616.17732586	0.328929141695	2720.65156747	0.498397099281	0.38692978801	0.23362438974	0.0448353099998	0.315111120456
FBgn0030798	1	burg	1	21.4623655914	93.9777491855	20.844434765	591.97100897	0.538592556431	0.436057568971	0.168040538801	0.0307879437107	0.260360330656
FBgn0001250	0	burg	1	25.4267515924	142.990008324	19.6268564683	2747.16375564	0.543273376432	0.441778571194	0.0626843172244	0.0294071866002	0.25390419836
FBgn0030769	1	mle	1	25.2658227848	51.5157625119	4.62554177317	222.427504026	0.651739290495	0.574348021716	0.209557651037	0.00868100811289	0.140389780432
FBgn0030808	0	burg	1	20.4717948718	88.3126079405	13.334902032	952.26195484	0.655772548946	0.579277559823	0.0820436577891	0.00823767690922	0.136035292132
FBgn0030816	1	mle	1	26.972972973	176.577637838	11.5480613154	1069.47420599	0.665328956167	0.590957613093	0.144692668014	0.00725740938856	0.127310379347
FBgn0000163	0	burg	1	27.156462585	96.5952314501	8.93064619998	1919.11887696	0.49302317525	0.380361658639	0.0680342491933	0.0470377437308	0.321578893549
FBgn0030828	0	mle	1	20.1616161616	282.943605434	18.1591016108	1843.64082379	0.663960114927	0.58928458491	0.133184060412	0.00739194494788	0.12919716918
